codigo_producto;sucursal;precio_venta;fecha_venta;nombe-producto;costo;Utilidad
S;Miami;44836.03;martes 12 de diciembre de 2017;Peugeot;287741;-242904.97
J;Miami;32402.61;martes 19 de septiembre de 2017;Mitsubishi;362567;-330164.39
N;Miami;25638.36;martes 10 de enero de 2017;BMW;366207;-340568.64
A;Miami;10126.18;jueves 16 de marzo de 2017;Mercedes-Benz;665685;-655558.82
H;Miami;36767.28;domingo 23 de abril de 2017;Renault;417019;-380251.72
F;Miami;24131.62;lunes 23 de enero de 2017;Citroen;361084;-336952.38
N;Miami;20663.91;jueves 08 de junio de 2017;BMW;366207;-345543.09
I;Miami;16992.27;jueves 17 de agosto de 2017;Hyundai;121889;-104896.73
R;Miami;48456.34;miércoles 13 de septiembre de 2017;Seat;3396;45060.34
H;Miami;30226.2;viernes 13 de enero de 2017;Renault;417019;-386792.8
C;Miami;35684.42;jueves 23 de febrero de 2017;Ford;145385;-109700.58
K;Miami;1644.74;sábado 29 de abril de 2017;Toyota;509328;-507683.26
S;Miami;24078.84;martes 13 de junio de 2017;Peugeot;287741;-263662.16
L;Miami;25819.07;sábado 21 de octubre de 2017;Volkswagen;478975;-453155.93
G;Miami;9344.33;domingo 29 de enero de 2017;Jeep;62985;-53640.67
B;Miami;35788.73;domingo 02 de julio de 2017;Audi;506811;-471022.27
P;Miami;5163.63;sábado 01 de abril de 2017;Volvo;579877;-574713.37
B;Miami;41098.15;lunes 20 de marzo de 2017;Audi;506811;-465712.85
A;Miami;42542.19;sábado 08 de abril de 2017;Mercedes-Benz;665685;-623142.81
E;Miami;32823.73;martes 22 de agosto de 2017;Kia;526617;-493793.27
T;Miami;2237.66;domingo 06 de agosto de 2017;Isuzu;288473;-286235.34
C;Miami;37852.59;martes 07 de febrero de 2017;Ford;145385;-107532.41
B;Miami;5510.17;domingo 15 de enero de 2017;Audi;506811;-501300.83
P;Miami;20637.35;lunes 13 de noviembre de 2017;Volvo;579877;-559239.65
C;Miami;40588.8;viernes 21 de abril de 2017;Ford;145385;-104796.2
M;Miami;28592.99;domingo 23 de abril de 2017;Mazda;327078;-298485.01
K;Miami;14613.55;viernes 23 de junio de 2017;Toyota;509328;-494714.45
P;Miami;4819.4;miércoles 12 de abril de 2017;Volvo;579877;-575057.6
O;Miami;35101.22;lunes 31 de julio de 2017;Fiat;117711;-82609.78
I;Miami;34714.95;lunes 03 de julio de 2017;Hyundai;121889;-87174.05
I;Miami;30976.78;martes 31 de octubre de 2017;Hyundai;121889;-90912.22
N;Miami;48094.42;martes 14 de febrero de 2017;BMW;366207;-318112.58
E;Miami;15732.84;miércoles 28 de junio de 2017;Kia;526617;-510884.16
A;Miami;29262.88;domingo 13 de agosto de 2017;Mercedes-Benz;665685;-636422.12
C;Miami;18352.44;viernes 16 de junio de 2017;Ford;145385;-127032.56
A;Miami;18664.04;jueves 25 de mayo de 2017;Mercedes-Benz;665685;-647020.96
E;Miami;37175.58;martes 05 de diciembre de 2017;Kia;526617;-489441.42
U;Miami;36431.9;jueves 02 de febrero de 2017;Nissan;56659;-20227.1
T;Miami;11085.34;jueves 05 de enero de 2017;Isuzu;288473;-277387.66
O;Miami;11407.77;jueves 15 de junio de 2017;Fiat;117711;-106303.23
E;Miami;21342.65;jueves 30 de noviembre de 2017;Kia;526617;-505274.35
S;Miami;8385.41;lunes 10 de abril de 2017;Peugeot;287741;-279355.59
I;Miami;31623.18;jueves 04 de mayo de 2017;Hyundai;121889;-90265.82
R;Miami;12072.03;martes 28 de marzo de 2017;Seat;3396;8676.03
A;Miami;45405.21;miércoles 08 de marzo de 2017;Mercedes-Benz;665685;-620279.79
C;Miami;46460.49;viernes 09 de junio de 2017;Ford;145385;-98924.51
O;Miami;530.39;lunes 17 de julio de 2017;Fiat;117711;-117180.61
D;Miami;34336.51;sábado 19 de agosto de 2017;Jaguar;384724;-350387.49
D;Miami;21501.93;martes 07 de marzo de 2017;Jaguar;384724;-363222.07
Q;Miami;22988.93;domingo 26 de febrero de 2017;Suzuki;121590;-98601.07
E;Miami;41511.12;miércoles 01 de marzo de 2017;Kia;526617;-485105.88
B;Miami;48515.41;jueves 09 de noviembre de 2017;Audi;506811;-458295.59
C;Miami;48828.68;lunes 26 de junio de 2017;Ford;145385;-96556.32
Q;Miami;21717.48;jueves 30 de noviembre de 2017;Suzuki;121590;-99872.52
F;Miami;21532.48;miércoles 18 de enero de 2017;Citroen;361084;-339551.52
S;Miami;6285.67;martes 24 de octubre de 2017;Peugeot;287741;-281455.33
S;Miami;18092.68;jueves 30 de noviembre de 2017;Peugeot;287741;-269648.32
S;Miami;37789.26;jueves 15 de junio de 2017;Peugeot;287741;-249951.74
L;Miami;42061.52;jueves 16 de noviembre de 2017;Volkswagen;478975;-436913.48
B;Miami;35181.91;sábado 18 de febrero de 2017;Audi;506811;-471629.09
P;Miami;17231.97;sábado 27 de mayo de 2017;Volvo;579877;-562645.03
A;Miami;38505.84;domingo 02 de abril de 2017;Mercedes-Benz;665685;-627179.16
D;Miami;1343.3;martes 28 de febrero de 2017;Jaguar;384724;-383380.7
H;For Worth;25389;miércoles 25 de enero de 2017;Renault;417019;-391630
R;For Worth;11280.44;sábado 27 de mayo de 2017;Seat;3396;7884.44
C;For Worth;39890.3;martes 12 de septiembre de 2017;Ford;145385;-105494.7
L;For Worth;5840.05;miércoles 13 de diciembre de 2017;Volkswagen;478975;-473134.95
M;For Worth;47776.96;miércoles 15 de marzo de 2017;Mazda;327078;-279301.04
A;For Worth;24596.39;martes 14 de marzo de 2017;Mercedes-Benz;665685;-641088.61
S;For Worth;13797.29;sábado 20 de mayo de 2017;Peugeot;287741;-273943.71
P;For Worth;17946.39;lunes 20 de noviembre de 2017;Volvo;579877;-561930.61
L;For Worth;42380.74;jueves 03 de agosto de 2017;Volkswagen;478975;-436594.26
H;For Worth;15039.5;domingo 18 de junio de 2017;Renault;417019;-401979.5
O;For Worth;46631.73;domingo 12 de febrero de 2017;Fiat;117711;-71079.27
Q;For Worth;11097.78;miércoles 08 de febrero de 2017;Suzuki;121590;-110492.22
T;For Worth;49933.73;jueves 26 de enero de 2017;Isuzu;288473;-238539.27
T;For Worth;37717.17;viernes 24 de noviembre de 2017;Isuzu;288473;-250755.83
O;For Worth;33103.43;viernes 18 de agosto de 2017;Fiat;117711;-84607.57
L;For Worth;3571.78;lunes 28 de agosto de 2017;Volkswagen;478975;-475403.22
K;For Worth;22051.36;jueves 27 de julio de 2017;Toyota;509328;-487276.64
L;For Worth;42735.09;sábado 01 de abril de 2017;Volkswagen;478975;-436239.91
H;For Worth;42236.77;viernes 03 de febrero de 2017;Renault;417019;-374782.23
R;For Worth;2546.27;sábado 12 de agosto de 2017;Seat;3396;-849.73
J;For Worth;38917.85;viernes 31 de marzo de 2017;Mitsubishi;362567;-323649.15
B;For Worth;26745.68;sábado 02 de diciembre de 2017;Audi;506811;-480065.32
H;For Worth;48354.37;domingo 09 de abril de 2017;Renault;417019;-368664.63
D;For Worth;37911.19;domingo 19 de noviembre de 2017;Jaguar;384724;-346812.81
T;For Worth;45427.85;martes 16 de mayo de 2017;Isuzu;288473;-243045.15
N;For Worth;34104.33;domingo 09 de abril de 2017;BMW;366207;-332102.67
J;For Worth;47061.72;domingo 19 de noviembre de 2017;Mitsubishi;362567;-315505.28
R;For Worth;31195.26;sábado 01 de abril de 2017;Seat;3396;27799.26
Q;For Worth;9949.11;jueves 27 de abril de 2017;Suzuki;121590;-111640.89
A;For Worth;18662.13;sábado 02 de septiembre de 2017;Mercedes-Benz;665685;-647022.87
L;For Worth;46515.12;jueves 12 de octubre de 2017;Volkswagen;478975;-432459.88
S;For Worth;43139.22;sábado 29 de julio de 2017;Peugeot;287741;-244601.78
D;For Worth;9259.16;miércoles 26 de julio de 2017;Jaguar;384724;-375464.84
K;For Worth;9742.96;martes 28 de febrero de 2017;Toyota;509328;-499585.04
O;For Worth;27006.26;sábado 25 de noviembre de 2017;Fiat;117711;-90704.74
C;For Worth;1120.89;miércoles 14 de junio de 2017;Ford;145385;-144264.11
K;For Worth;8879.3;domingo 19 de febrero de 2017;Toyota;509328;-500448.7
T;For Worth;23338.32;sábado 18 de marzo de 2017;Isuzu;288473;-265134.68
F;For Worth;3645.88;sábado 15 de abril de 2017;Citroen;361084;-357438.12
K;For Worth;32518.24;jueves 14 de septiembre de 2017;Toyota;509328;-476809.76
E;For Worth;12694.72;lunes 04 de diciembre de 2017;Kia;526617;-513922.28
E;For Worth;29453.88;martes 15 de agosto de 2017;Kia;526617;-497163.12
J;For Worth;22301.92;miércoles 13 de septiembre de 2017;Mitsubishi;362567;-340265.08
M;For Worth;33219.31;jueves 15 de junio de 2017;Mazda;327078;-293858.69
T;For Worth;30862.49;jueves 30 de marzo de 2017;Isuzu;288473;-257610.51
T;For Worth;37751.69;jueves 20 de abril de 2017;Isuzu;288473;-250721.31
A;For Worth;49975.46;miércoles 13 de diciembre de 2017;Mercedes-Benz;665685;-615709.54
L;For Worth;24812.93;lunes 05 de junio de 2017;Volkswagen;478975;-454162.07
O;For Worth;4601.39;lunes 23 de octubre de 2017;Fiat;117711;-113109.61
N;For Worth;47778.56;domingo 16 de julio de 2017;BMW;366207;-318428.44
R;For Worth;17782.1;domingo 09 de abril de 2017;Seat;3396;14386.1
I;For Worth;4187.76;viernes 19 de mayo de 2017;Hyundai;121889;-117701.24
T;For Worth;3084;miércoles 05 de julio de 2017;Isuzu;288473;-285389
D;For Worth;41205.47;viernes 03 de febrero de 2017;Jaguar;384724;-343518.53
O;For Worth;18431.44;miércoles 15 de noviembre de 2017;Fiat;117711;-99279.56
J;For Worth;28206.06;martes 12 de septiembre de 2017;Mitsubishi;362567;-334360.94
R;For Worth;27348.93;lunes 14 de agosto de 2017;Seat;3396;23952.93
E;For Worth;48868.16;domingo 26 de febrero de 2017;Kia;526617;-477748.84
D;For Worth;24136.28;jueves 18 de mayo de 2017;Jaguar;384724;-360587.72
E;For Worth;2342.55;sábado 14 de enero de 2017;Kia;526617;-524274.45
Q;For Worth;3277.85;lunes 20 de marzo de 2017;Suzuki;121590;-118312.15
R;For Worth;37898.66;lunes 30 de enero de 2017;Seat;3396;34502.66
Q;For Worth;47942.12;viernes 19 de mayo de 2017;Suzuki;121590;-73647.88
I;For Worth;2189.62;sábado 28 de octubre de 2017;Hyundai;121889;-119699.38
A;For Worth;28308.05;miércoles 11 de enero de 2017;Mercedes-Benz;665685;-637376.95
A;For Worth;12400.96;viernes 09 de junio de 2017;Mercedes-Benz;665685;-653284.04
Q;For Worth;13015.48;domingo 02 de julio de 2017;Suzuki;121590;-108574.52
H;For Worth;41779.64;domingo 28 de mayo de 2017;Renault;417019;-375239.36
Q;For Worth;4534.45;miércoles 12 de julio de 2017;Suzuki;121590;-117055.55
O;For Worth;6265.56;domingo 09 de abril de 2017;Fiat;117711;-111445.44
D;For Worth;25039.96;sábado 18 de noviembre de 2017;Jaguar;384724;-359684.04
R;For Worth;7890.7;sábado 23 de diciembre de 2017;Seat;3396;4494.7
M;For Worth;43036.99;martes 09 de mayo de 2017;Mazda;327078;-284041.01
I;For Worth;31216.12;lunes 22 de mayo de 2017;Hyundai;121889;-90672.88
E;For Worth;3338.09;lunes 27 de febrero de 2017;Kia;526617;-523278.91
E;For Worth;24316.73;martes 28 de noviembre de 2017;Kia;526617;-502300.27
Q;For Worth;23911.07;lunes 31 de julio de 2017;Suzuki;121590;-97678.93
G;For Worth;35599.8;jueves 02 de marzo de 2017;Jeep;62985;-27385.2
R;For Worth;43332.35;miércoles 08 de marzo de 2017;Seat;3396;39936.35
B;For Worth;19365.11;martes 12 de diciembre de 2017;Audi;506811;-487445.89
J;For Worth;44958.72;viernes 19 de mayo de 2017;Mitsubishi;362567;-317608.28
J;For Worth;13955.92;lunes 26 de junio de 2017;Mitsubishi;362567;-348611.08
B;For Worth;34924.1;viernes 24 de noviembre de 2017;Audi;506811;-471886.9
F;For Worth;43815.12;miércoles 27 de septiembre de 2017;Citroen;361084;-317268.88
E;For Worth;5581.4;sábado 20 de mayo de 2017;Kia;526617;-521035.6
F;For Worth;36314.08;domingo 12 de febrero de 2017;Citroen;361084;-324769.92
C;For Worth;19527.54;jueves 14 de diciembre de 2017;Ford;145385;-125857.46
I;For Worth;35807.31;jueves 07 de diciembre de 2017;Hyundai;121889;-86081.69
S;For Worth;29469.67;jueves 11 de mayo de 2017;Peugeot;287741;-258271.33
F;For Worth;36807.22;sábado 04 de noviembre de 2017;Citroen;361084;-324276.78
G;For Worth;42894.69;miércoles 07 de junio de 2017;Jeep;62985;-20090.31
N;For Worth;48432.42;domingo 01 de enero de 2017;BMW;366207;-317774.58
F;For Worth;7686.34;jueves 20 de julio de 2017;Citroen;361084;-353397.66
D;For Worth;31381.19;miércoles 01 de noviembre de 2017;Jaguar;384724;-353342.81
C;For Worth;43324.72;sábado 16 de septiembre de 2017;Ford;145385;-102060.28
I;For Worth;35089.4;domingo 15 de octubre de 2017;Hyundai;121889;-86799.6
Q;For Worth;22492.08;viernes 18 de agosto de 2017;Suzuki;121590;-99097.92
T;For Worth;564.18;jueves 14 de diciembre de 2017;Isuzu;288473;-287908.82
S;For Worth;15029.35;miércoles 15 de marzo de 2017;Peugeot;287741;-272711.65
M;For Worth;4184.68;lunes 04 de septiembre de 2017;Mazda;327078;-322893.32
K;For Worth;38135.54;jueves 17 de agosto de 2017;Toyota;509328;-471192.46
B;For Worth;43218.32;martes 04 de abril de 2017;Audi;506811;-463592.68
H;For Worth;22073.28;miércoles 08 de marzo de 2017;Renault;417019;-394945.72
G;For Worth;40662.78;sábado 23 de septiembre de 2017;Jeep;62985;-22322.22
S;For Worth;16317.82;sábado 19 de agosto de 2017;Peugeot;287741;-271423.18
B;For Worth;23829.5;miércoles 06 de septiembre de 2017;Audi;506811;-482981.5
P;For Worth;48760.17;jueves 18 de mayo de 2017;Volvo;579877;-531116.83
Q;For Worth;18233.01;lunes 31 de julio de 2017;Suzuki;121590;-103356.99
R;For Worth;24056.05;lunes 05 de junio de 2017;Seat;3396;20660.05
F;For Worth;35796.29;viernes 14 de julio de 2017;Citroen;361084;-325287.71
T;For Worth;11766.17;lunes 24 de julio de 2017;Isuzu;288473;-276706.83
C;For Worth;32767.87;lunes 09 de enero de 2017;Ford;145385;-112617.13
D;For Worth;21523.36;viernes 09 de junio de 2017;Jaguar;384724;-363200.64
I;For Worth;26228.32;domingo 10 de diciembre de 2017;Hyundai;121889;-95660.68
J;For Worth;41087.42;domingo 19 de marzo de 2017;Mitsubishi;362567;-321479.58
R;For Worth;14033.75;sábado 02 de septiembre de 2017;Seat;3396;10637.75
R;For Worth;39533.86;domingo 25 de junio de 2017;Seat;3396;36137.86
C;For Worth;48838.45;jueves 09 de febrero de 2017;Ford;145385;-96546.55
F;For Worth;46886.6;sábado 11 de marzo de 2017;Citroen;361084;-314197.4
H;For Worth;12491.23;viernes 29 de diciembre de 2017;Renault;417019;-404527.77
M;For Worth;46844.22;domingo 20 de agosto de 2017;Mazda;327078;-280233.78
G;For Worth;37914.49;lunes 30 de octubre de 2017;Jeep;62985;-25070.51
R;For Worth;39376.31;domingo 27 de agosto de 2017;Seat;3396;35980.31
I;For Worth;14939.41;martes 10 de octubre de 2017;Hyundai;121889;-106949.59
G;For Worth;27415.44;jueves 22 de junio de 2017;Jeep;62985;-35569.56
K;For Worth;11953.78;lunes 22 de mayo de 2017;Toyota;509328;-497374.22
N;For Worth;26135.22;jueves 27 de abril de 2017;BMW;366207;-340071.78
A;For Worth;8810.34;martes 07 de febrero de 2017;Mercedes-Benz;665685;-656874.66
M;For Worth;44702.79;miércoles 23 de agosto de 2017;Mazda;327078;-282375.21
E;For Worth;12329.52;viernes 15 de diciembre de 2017;Kia;526617;-514287.48
Q;For Worth;22903.67;martes 07 de noviembre de 2017;Suzuki;121590;-98686.33
B;For Worth;6724.89;viernes 18 de agosto de 2017;Audi;506811;-500086.11
P;For Worth;16255.69;miércoles 10 de mayo de 2017;Volvo;579877;-563621.31
K;For Worth;15879.88;lunes 24 de abril de 2017;Toyota;509328;-493448.12
N;For Worth;28898.29;domingo 05 de noviembre de 2017;BMW;366207;-337308.71
B;For Worth;42044.14;domingo 23 de abril de 2017;Audi;506811;-464766.86
O;For Worth;31162.86;viernes 13 de octubre de 2017;Fiat;117711;-86548.14
I;For Worth;17386.56;lunes 29 de mayo de 2017;Hyundai;121889;-104502.44
M;For Worth;2227.23;lunes 27 de marzo de 2017;Mazda;327078;-324850.77
R;For Worth;12170.53;lunes 24 de abril de 2017;Seat;3396;8774.53
L;For Worth;22278.13;domingo 19 de febrero de 2017;Volkswagen;478975;-456696.87
C;For Worth;11431.39;lunes 27 de febrero de 2017;Ford;145385;-133953.61
G;For Worth;47940.73;jueves 16 de noviembre de 2017;Jeep;62985;-15044.27
F;For Worth;42510.38;domingo 10 de septiembre de 2017;Citroen;361084;-318573.62
G;For Worth;22804.86;miércoles 08 de noviembre de 2017;Jeep;62985;-40180.14
N;For Worth;2852.4;viernes 26 de mayo de 2017;BMW;366207;-363354.6
I;For Worth;28717.06;lunes 03 de julio de 2017;Hyundai;121889;-93171.94
E;For Worth;12686.9;jueves 28 de diciembre de 2017;Kia;526617;-513930.1
T;For Worth;7239.88;jueves 26 de enero de 2017;Isuzu;288473;-281233.12
T;For Worth;2659.52;viernes 28 de julio de 2017;Isuzu;288473;-285813.48
K;For Worth;35237.34;jueves 28 de septiembre de 2017;Toyota;509328;-474090.66
C;For Worth;5974.38;lunes 13 de marzo de 2017;Ford;145385;-139410.62
T;For Worth;41782.58;domingo 09 de julio de 2017;Isuzu;288473;-246690.42
C;For Worth;6906.15;domingo 23 de abril de 2017;Ford;145385;-138478.85
M;For Worth;22628.92;domingo 17 de septiembre de 2017;Mazda;327078;-304449.08
K;For Worth;32122.25;miércoles 26 de abril de 2017;Toyota;509328;-477205.75
S;For Worth;22962.25;sábado 23 de diciembre de 2017;Peugeot;287741;-264778.75
P;For Worth;30736.72;lunes 08 de mayo de 2017;Volvo;579877;-549140.28
H;For Worth;23727.9;viernes 03 de febrero de 2017;Renault;417019;-393291.1
T;For Worth;32439.82;viernes 24 de febrero de 2017;Isuzu;288473;-256033.18
J;For Worth;26139.69;lunes 15 de mayo de 2017;Mitsubishi;362567;-336427.31
Q;For Worth;26687.31;jueves 28 de diciembre de 2017;Suzuki;121590;-94902.69
S;For Worth;13918.7;viernes 10 de noviembre de 2017;Peugeot;287741;-273822.3
D;For Worth;41713.68;sábado 05 de agosto de 2017;Jaguar;384724;-343010.32
G;For Worth;23685.52;miércoles 08 de marzo de 2017;Jeep;62985;-39299.48
S;For Worth;49334.2;sábado 15 de abril de 2017;Peugeot;287741;-238406.8
H;For Worth;17812.25;viernes 07 de julio de 2017;Renault;417019;-399206.75
A;For Worth;20691.52;lunes 04 de diciembre de 2017;Mercedes-Benz;665685;-644993.48
Q;For Worth;40934.78;lunes 27 de marzo de 2017;Suzuki;121590;-80655.22
M;For Worth;26266.82;martes 05 de septiembre de 2017;Mazda;327078;-300811.18
C;For Worth;41523.54;lunes 02 de enero de 2017;Ford;145385;-103861.46
D;For Worth;46960.83;martes 23 de mayo de 2017;Jaguar;384724;-337763.17
E;For Worth;36306.58;domingo 07 de mayo de 2017;Kia;526617;-490310.42
F;For Worth;1684.85;miércoles 08 de noviembre de 2017;Citroen;361084;-359399.15
M;For Worth;16816.52;lunes 01 de mayo de 2017;Mazda;327078;-310261.48
Q;For Worth;11466.21;martes 17 de enero de 2017;Suzuki;121590;-110123.79
M;For Worth;5878.42;lunes 04 de diciembre de 2017;Mazda;327078;-321199.58
K;For Worth;8687.13;viernes 14 de abril de 2017;Toyota;509328;-500640.87
O;For Worth;30296.33;miércoles 10 de mayo de 2017;Fiat;117711;-87414.67
I;For Worth;49237.76;lunes 19 de junio de 2017;Hyundai;121889;-72651.24
C;For Worth;34498.68;domingo 11 de junio de 2017;Ford;145385;-110886.32
A;For Worth;43792.25;sábado 02 de diciembre de 2017;Mercedes-Benz;665685;-621892.75
C;For Worth;38239.57;sábado 09 de diciembre de 2017;Ford;145385;-107145.43
G;For Worth;20874.51;miércoles 19 de julio de 2017;Jeep;62985;-42110.49
D;For Worth;21171.18;viernes 25 de agosto de 2017;Jaguar;384724;-363552.82
M;For Worth;14207.92;martes 04 de abril de 2017;Mazda;327078;-312870.08
D;For Worth;13383.34;viernes 29 de diciembre de 2017;Jaguar;384724;-371340.66
S;For Worth;46144.68;martes 09 de mayo de 2017;Peugeot;287741;-241596.32
K;For Worth;49605.48;miércoles 24 de mayo de 2017;Toyota;509328;-459722.52
K;For Worth;46224.9;jueves 02 de noviembre de 2017;Toyota;509328;-463103.1
F;For Worth;32234.32;miércoles 11 de enero de 2017;Citroen;361084;-328849.68
O;For Worth;20461.82;lunes 27 de febrero de 2017;Fiat;117711;-97249.18
P;For Worth;20677.52;jueves 16 de marzo de 2017;Volvo;579877;-559199.48
R;For Worth;38599.75;miércoles 01 de marzo de 2017;Seat;3396;35203.75
H;For Worth;18628.53;jueves 23 de marzo de 2017;Renault;417019;-398390.47
S;For Worth;39281.84;jueves 02 de febrero de 2017;Peugeot;287741;-248459.16
A;For Worth;36333.16;sábado 19 de agosto de 2017;Mercedes-Benz;665685;-629351.84
P;For Worth;26861.98;sábado 27 de mayo de 2017;Volvo;579877;-553015.02
L;For Worth;46222.64;miércoles 15 de febrero de 2017;Volkswagen;478975;-432752.36
C;For Worth;17675.33;sábado 24 de junio de 2017;Ford;145385;-127709.67
J;For Worth;13919.89;sábado 07 de octubre de 2017;Mitsubishi;362567;-348647.11
M;For Worth;36796.28;miércoles 07 de junio de 2017;Mazda;327078;-290281.72
M;For Worth;37700.75;martes 15 de agosto de 2017;Mazda;327078;-289377.25
K;For Worth;10862.78;lunes 04 de septiembre de 2017;Toyota;509328;-498465.22
G;For Worth;49437.08;jueves 06 de julio de 2017;Jeep;62985;-13547.92
K;For Worth;8710.77;martes 18 de abril de 2017;Toyota;509328;-500617.23
K;For Worth;10865.14;sábado 29 de abril de 2017;Toyota;509328;-498462.86
S;For Worth;35369.31;lunes 24 de abril de 2017;Peugeot;287741;-252371.69
S;For Worth;18613.16;miércoles 30 de agosto de 2017;Peugeot;287741;-269127.84
U;For Worth;35117.64;lunes 25 de diciembre de 2017;Nissan;56659;-21541.36
B;For Worth;1694.24;miércoles 28 de junio de 2017;Audi;506811;-505116.76
T;For Worth;33308.59;martes 02 de mayo de 2017;Isuzu;288473;-255164.41
B;For Worth;32349.18;miércoles 11 de octubre de 2017;Audi;506811;-474461.82
R;For Worth;30032.98;martes 18 de abril de 2017;Seat;3396;26636.98
D;For Worth;43890.82;sábado 18 de marzo de 2017;Jaguar;384724;-340833.18
I;For Worth;28005.03;martes 07 de febrero de 2017;Hyundai;121889;-93883.97
O;For Worth;4269.49;martes 15 de agosto de 2017;Fiat;117711;-113441.51
E;For Worth;18836.2;miércoles 29 de noviembre de 2017;Kia;526617;-507780.8
D;For Worth;23810.91;jueves 04 de mayo de 2017;Jaguar;384724;-360913.09
O;For Worth;22631.25;viernes 27 de octubre de 2017;Fiat;117711;-95079.75
C;For Worth;20904.5;lunes 31 de julio de 2017;Ford;145385;-124480.5
S;For Worth;34323.09;lunes 25 de diciembre de 2017;Peugeot;287741;-253417.91
P;For Worth;27618.29;domingo 19 de marzo de 2017;Volvo;579877;-552258.71
B;For Worth;34318.93;viernes 04 de agosto de 2017;Audi;506811;-472492.07
T;For Worth;9007.62;domingo 18 de junio de 2017;Isuzu;288473;-279465.38
Q;For Worth;14539.4;jueves 21 de diciembre de 2017;Suzuki;121590;-107050.6
G;For Worth;30458.27;jueves 31 de agosto de 2017;Jeep;62985;-32526.73
A;For Worth;13080.2;viernes 06 de enero de 2017;Mercedes-Benz;665685;-652604.8
B;For Worth;43186.98;miércoles 30 de agosto de 2017;Audi;506811;-463624.02
N;For Worth;2796.36;viernes 24 de noviembre de 2017;BMW;366207;-363410.64
I;For Worth;24885.77;miércoles 01 de marzo de 2017;Hyundai;121889;-97003.23
R;For Worth;30525.37;martes 02 de mayo de 2017;Seat;3396;27129.37
P;For Worth;38121.05;miércoles 22 de marzo de 2017;Volvo;579877;-541755.95
N;For Worth;46619.87;martes 03 de enero de 2017;BMW;366207;-319587.13
K;For Worth;19930.19;viernes 13 de octubre de 2017;Toyota;509328;-489397.81
C;For Worth;35214.92;sábado 28 de enero de 2017;Ford;145385;-110170.08
D;For Worth;28355.72;sábado 26 de agosto de 2017;Jaguar;384724;-356368.28
C;For Worth;29655.45;jueves 05 de enero de 2017;Ford;145385;-115729.55
L;For Worth;17782.82;viernes 01 de diciembre de 2017;Volkswagen;478975;-461192.18
Q;For Worth;20176.11;miércoles 19 de abril de 2017;Suzuki;121590;-101413.89
C;For Worth;42306.08;sábado 04 de febrero de 2017;Ford;145385;-103078.92
Q;For Worth;48063.02;lunes 20 de noviembre de 2017;Suzuki;121590;-73526.98
B;For Worth;4010.21;miércoles 05 de julio de 2017;Audi;506811;-502800.79
J;For Worth;15612.03;miércoles 25 de octubre de 2017;Mitsubishi;362567;-346954.97
A;For Worth;32869.37;domingo 08 de enero de 2017;Mercedes-Benz;665685;-632815.63
C;For Worth;29260.23;sábado 07 de octubre de 2017;Ford;145385;-116124.77
B;Huston;21652.55;sábado 21 de octubre de 2017;Audi;506811;-485158.45
K;Huston;46277.62;domingo 21 de mayo de 2017;Toyota;509328;-463050.38
S;Huston;1214.37;viernes 01 de septiembre de 2017;Peugeot;287741;-286526.63
P;Huston;3176.41;jueves 19 de octubre de 2017;Volvo;579877;-576700.59
F;Huston;33172.14;sábado 10 de junio de 2017;Citroen;361084;-327911.86
F;Huston;24210.31;viernes 25 de agosto de 2017;Citroen;361084;-336873.69
B;Huston;27862.23;domingo 18 de junio de 2017;Audi;506811;-478948.77
R;Huston;44013.96;miércoles 22 de marzo de 2017;Seat;3396;40617.96
P;Huston;47216.08;lunes 25 de septiembre de 2017;Volvo;579877;-532660.92
J;Huston;30085.23;domingo 28 de mayo de 2017;Mitsubishi;362567;-332481.77
B;Huston;22894.22;sábado 26 de agosto de 2017;Audi;506811;-483916.78
R;Huston;13243.36;jueves 09 de noviembre de 2017;Seat;3396;9847.36
F;Huston;27740.4;lunes 20 de noviembre de 2017;Citroen;361084;-333343.6
E;Huston;41680.04;miércoles 13 de septiembre de 2017;Kia;526617;-484936.96
E;Huston;19896.15;martes 05 de septiembre de 2017;Kia;526617;-506720.85
F;Huston;6150.64;miércoles 10 de mayo de 2017;Citroen;361084;-354933.36
G;Huston;24498.57;jueves 22 de junio de 2017;Jeep;62985;-38486.43
D;Huston;5951.44;miércoles 30 de agosto de 2017;Jaguar;384724;-378772.56
L;Huston;19056.74;jueves 30 de marzo de 2017;Volkswagen;478975;-459918.26
N;Huston;14935.82;lunes 25 de septiembre de 2017;BMW;366207;-351271.18
A;Huston;31428.39;jueves 13 de julio de 2017;Mercedes-Benz;665685;-634256.61
B;Huston;5884.19;domingo 21 de mayo de 2017;Audi;506811;-500926.81
O;Huston;8626.84;martes 22 de agosto de 2017;Fiat;117711;-109084.16
J;Huston;33631.37;jueves 27 de julio de 2017;Mitsubishi;362567;-328935.63
K;Huston;40271.06;jueves 09 de marzo de 2017;Toyota;509328;-469056.94
Q;Huston;47733.62;miércoles 30 de agosto de 2017;Suzuki;121590;-73856.38
E;Huston;49039.67;jueves 04 de mayo de 2017;Kia;526617;-477577.33
G;Huston;6926.81;miércoles 03 de mayo de 2017;Jeep;62985;-56058.19
P;Huston;27731.59;sábado 18 de febrero de 2017;Volvo;579877;-552145.41
T;Huston;6278.58;sábado 18 de febrero de 2017;Isuzu;288473;-282194.42
M;Huston;6735.34;viernes 11 de agosto de 2017;Mazda;327078;-320342.66
